ticker,date,open,high,low,close,volume,volume_pln
KGH.WA,2025-07-02,129.45,136,129.45,136,1512926,205757936
KGH.WA,2025-07-03,136,137.75,134.6,134.9,981604,132418379.6
KGH.WA,2025-07-04,134.05,134.05,130.1,132.45,842609,111603562.05
KGH.WA,2025-07-07,130.95,132.1,130.15,131.4,420706,55280768.4
KGH.WA,2025-07-08,131.4,133.3,131.4,132.3,657905,87040831.5
KGH.WA,2025-07-09,134.5,134.95,128.8,130,1798803,233844390
KGH.WA,2025-07-10,131.5,134.2,130.15,130.9,853826,111765823.4
KGH.WA,2025-07-11,132.1,132.95,129.7,132.75,461545,61270098.75
KGH.WA,2025-07-14,133,135.2,131.9,132.8,729981,96941476.8
KGH.WA,2025-07-15,134,134.85,130.65,131.4,410187,53898571.8
KGH.WA,2025-07-16,131.2,132.3,130,130.6,347275,45354115
KGH.WA,2025-07-17,130.6,131.2,129.15,130.45,314663,41047788.35
KGH.WA,2025-07-18,131.2,133.4,131.15,131.8,633862,83543011.6
KGH.WA,2025-07-21,133,134.9,132.2,134,689299,92366066
KGH.WA,2025-07-22,134,135.6,133.05,135.15,551230,74498734.5
KGH.WA,2025-07-23,136,138.6,135.6,137.75,1021126,140660106.5
KGH.WA,2025-07-24,139,140.1,136.65,137.8,853460,117606788.0
KGH.WA,2025-07-25,136.9,137.45,135.35,135.9,336230,45693657
KGH.WA,2025-07-28,136.75,137.25,131.9,131.95,572329,75518811.55
KGH.WA,2025-07-29,132,133.8,131.55,132.9,599797,79713021.3
KGH.WA,2025-07-30,132.55,134,131.5,133.35,324391,43257539.85
KGH.WA,2025-07-31,130.6,130.95,127.4,127.8,1464222,187127571.6
KGH.WA,2025-08-01,127.95,128.5,126.15,126.5,1088436,137687154
KGH.WA,2025-08-04,127.5,127.8,125.55,126.8,386224,48973203.2
KGH.WA,2025-08-05,127.8,128.2,125.9,126.55,458795,58060507.25
KGH.WA,2025-08-06,127.1,128.2,126.45,128,424318,54312704
KGH.WA,2025-08-07,128.2,133.6,127.7,133.15,1323072,176167036.8
KGH.WA,2025-08-08,133,135.25,131.95,135.25,504451,68226997.75
KGH.WA,2025-08-11,135.5,136.25,133.5,133.95,423383,56712152.85
KGH.WA,2025-08-12,133.95,136.3,133.95,135.95,543211,73849535.45
KGH.WA,2025-08-13,135.95,136.75,134.4,136.75,534530,73096977.5
KGH.WA,2025-08-14,134.6,136,130.8,131.55,810825,106664028.75
KGH.WA,2025-08-18,132.05,132.65,130.4,131.5,334631,44003976.5
KGH.WA,2025-08-19,131.8,134.85,131.7,132.6,384142,50937229.2
KGH.WA,2025-08-20,131.3,133.05,130.6,131.55,496030,65252746.5
KGH.WA,2025-08-21,131.5,132.1,129.4,130.9,468992,61391052.8
KGH.WA,2025-08-22,130.3,132.85,129.8,131.35,586286,77008666.1
KGH.WA,2025-08-25,132.6,133,130.85,131.85,370312,48825637.2
KGH.WA,2025-08-26,131.85,132.8,130.1,131.75,793635,104561411.25
KGH.WA,2025-08-27,131.7,132.9,127.9,128,682233,87325824
KGH.WA,2025-08-28,129,130.3,128,128,544111,69646208
KGH.WA,2025-08-29,128.9,129.6,127.25,128,658355,84269440
KGH.WA,2025-09-01,129,130.9,128.95,129.4,775723,100378556.2
KGH.WA,2025-09-02,129.5,131.2,127.7,130.75,522046,68257514.5
KGH.WA,2025-09-03,131.05,134.95,130.65,133.85,1093197,146324418.45
KGH.WA,2025-09-04,133.05,133.2,131.1,131.1,591242,77511826.2
KGH.WA,2025-09-05,132,134.6,131.8,132.5,1126721,149290532.5
KGH.WA,2025-09-08,133.05,133.8,132.1,133.55,559943,74780387.65
KGH.WA,2025-09-09,133.65,136.6,133.55,134.25,1212048,162717444
KGH.WA,2025-09-10,133.2,134.4,130.35,133.5,1027938,137229723
KGH.WA,2025-09-11,133.65,134.35,132.55,133.85,419241,56115407.85
